2020	http://dx.doi.org/10.3390/met10030406	ni–tio2
2020	http://dx.doi.org/10.3390/met10030406	electrolytic deposition
2020	http://dx.doi.org/10.3390/met10030406	ebsd
2020	http://dx.doi.org/10.3390/met10030406	texture
2020	http://dx.doi.org/10.1111/jace.17011	layered crystal structures
2020	http://dx.doi.org/10.1111/jace.17011	spark plasma sintering
2020	http://dx.doi.org/10.1111/jace.17011	synthesis
2020	http://dx.doi.org/10.1111/jace.17011	thermal conductivity
2020	http://dx.doi.org/10.1111/jace.17011	transparent conducting oxides
2020	http://dx.doi.org/10.1007/s42452-020-2493-x	ni–w alloy
2020	http://dx.doi.org/10.1007/s42452-020-2493-x	arb
2020	http://dx.doi.org/10.1007/s42452-020-2493-x	microstructure
2020	http://dx.doi.org/10.1007/s42452-020-2493-x	recrystallization
2020	http://dx.doi.org/10.1007/s42452-020-2493-x	{001}〈100〉 cube texture
2020	http://dx.doi.org/10.1016/j.jallcom.2020.154569	corrosion resistance
2020	http://dx.doi.org/10.1016/j.jallcom.2020.154569	chloride ion
2020	http://dx.doi.org/10.1016/j.jallcom.2020.154569	magnesium alloy
2020	http://dx.doi.org/10.1016/j.jallcom.2020.154569	rare earth element
2020	http://dx.doi.org/10.1016/j.matlet.2019.127249	nanocrystalline materials
2020	http://dx.doi.org/10.1016/j.matlet.2019.127249	smat
2020	http://dx.doi.org/10.1016/j.matlet.2019.127249	in-situ heating
2020	http://dx.doi.org/10.1016/j.matlet.2019.127249	ebsd
2020	http://dx.doi.org/10.1016/j.matlet.2019.127249	thermal analysis
2020	http://dx.doi.org/10.1016/j.surfcoat.2020.125497	shot peening
2020	http://dx.doi.org/10.1016/j.surfcoat.2020.125497	finite element model
2020	http://dx.doi.org/10.1016/j.surfcoat.2020.125497	residual stress
2020	http://dx.doi.org/10.1016/j.surfcoat.2020.125497	tribological behaviors
2020	http://dx.doi.org/10.1016/j.actamat.2019.11.068	metal matrix composites
2020	http://dx.doi.org/10.1016/j.actamat.2019.11.068	aluminum alloys
2020	http://dx.doi.org/10.1016/j.actamat.2019.11.068	precipitation
2020	http://dx.doi.org/10.1016/j.actamat.2019.11.068	interface structure
2020	http://dx.doi.org/10.1016/j.actamat.2019.11.068	stem haadf
2020	http://dx.doi.org/10.1016/j.matchemphys.2019.122059	-
2019	http://dx.doi.org/10.4028/www.scientific.net/JERA.41.1	medium carbon steel
2019	http://dx.doi.org/10.4028/www.scientific.net/JERA.41.1	spring mattress
2019	http://dx.doi.org/10.4028/www.scientific.net/JERA.41.1	texture
2019	http://dx.doi.org/10.4028/www.scientific.net/JERA.41.1	wire drawing
